failure_id,equipment_id,failure_date,failure_type,severity,description,root_cause,downtime_hours,repair_cost,prevented_by_maintenance,created_at
2228,IRR-006,2023-11-29,Other,Minor,Seat adjustment failure,Accidental damage,5.4,296.77,True,2025-11-02 19:53:25
2229,TRC-155,2023-11-30,Hydraulic,Critical,Hydraulic fluid contamination - Complete equipment shutdown,Worn hose,54.7,3649.27,False,2025-11-02 19:53:25
2230,IRR-064,2023-12-05,Belt,Minor,Excessive belt wear,Improper tension,3.6,418.9,True,2025-11-02 19:53:25
2231,HRV-004,2023-12-08,Engine,Minor,Fuel system malfunction,Lack of maintenance,5.7,343.66,True,2025-11-02 19:53:25
2232,TRC-161,2023-12-09,Engine,Minor,Engine overheating during operation,Worn component,3.4,233.08,True,2025-11-02 19:53:25
2233,IRR-017,2023-12-09,Tire,Minor,Tire puncture,Overload,2.9,405.5,False,2025-11-02 19:53:25
2234,TRC-016,2023-12-10,Hydraulic,Critical,Hydraulic valve malfunction - Complete equipment shutdown,Exceeded service life,113.5,8812.86,False,2025-11-02 19:53:25
2235,TRC-169,2023-12-12,Tire,Minor,Tire sidewall damage,Overload,3.1,451.38,False,2025-11-02 19:53:25
2236,IRR-074,2023-12-12,Mechanical,Critical,Clutch failure - Complete equipment shutdown,Lack of lubrication,109.7,6431.0,False,2025-11-02 19:53:25
2237,IRR-044,2023-12-18,Hydraulic,Moderate,Hydraulic fluid contamination - Reduced operational capability,Seal failure,7.3,535.73,True,2025-11-02 19:53:25
2238,PLT-025,2023-12-21,Engine,Minor,Engine overheating during operation,Lack of maintenance,4.9,315.84,True,2025-11-02 19:53:25
2239,IRR-040,2023-12-21,Belt,Moderate,Drive belt snapped - Reduced operational capability,Age degradation,20.6,1431.56,True,2025-11-02 19:53:25
2240,HRV-002,2023-12-21,Tire,Minor,Tire puncture,Age degradation,4.7,479.84,True,2025-11-02 19:53:25
2241,HRV-017,2023-12-22,Other,Minor,Light fixture broken,Normal wear,3.2,233.48,True,2025-11-02 19:53:25
2242,TRC-115,2023-12-22,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Normal wear,13.6,1502.12,True,2025-11-02 19:53:25
2243,HRV-045,2023-12-24,Electrical,Moderate,Electrical short circuit - Reduced operational capability,Worn component,11.6,1049.55,False,2025-11-02 19:53:25
2244,TRC-176,2023-12-28,Engine,Moderate,Excessive smoke from exhaust - Reduced operational capability,Contaminated fuel,20.5,1505.64,True,2025-11-02 19:53:25
2245,TRC-173,2023-12-28,Mechanical,Minor,Mechanical linkage broken,Overload,5.2,486.77,False,2025-11-02 19:53:25
2246,TRC-029,2023-12-28,Mechanical,Minor,Clutch failure,Misalignment,5.4,291.58,True,2025-11-02 19:53:25
2247,SPR-013,2023-12-31,Electrical,Minor,Starter motor failure,Corroded connection,3.1,343.84,True,2025-11-02 19:53:25
2248,IRR-036,2024-01-01,Mechanical,Moderate,Transmission gear failure - Reduced operational capability,Overload,17.1,1168.47,False,2025-11-02 19:53:25
2249,PLT-024,2024-01-01,Mechanical,Critical,Drive shaft damage - Complete equipment shutdown,Overload,54.1,6464.09,True,2025-11-02 19:53:25
2250,TRC-013,2024-01-05,Engine,Minor,Fuel system malfunction,Contaminated fuel,4.3,446.17,True,2025-11-02 19:53:25
2251,TRC-047,2024-01-06,Hydraulic,Moderate,Hydraulic fluid contamination - Reduced operational capability,Worn hose,18.0,1809.72,True,2025-11-02 19:53:25
2252,PLT-026,2024-01-07,Electrical,Moderate,Battery failure - Reduced operational capability,Age-related failure,12.6,1580.06,False,2025-11-02 19:53:25
2253,TRC-070,2024-01-09,Mechanical,Minor,Bearing failure causing noise,Fatigue failure,4.8,341.32,True,2025-11-02 19:53:25
2254,TRC-064,2024-01-09,Belt,Minor,Belt slipping under load,Normal wear,3.7,215.16,True,2025-11-02 19:53:25
2255,HRV-033,2024-01-12,Hydraulic,Minor,Hydraulic hose burst during operation,Exceeded service life,4.9,204.97,True,2025-11-02 19:53:25
2256,PLT-038,2024-01-12,Hydraulic,Critical,Hydraulic pump failure - Complete equipment shutdown,Seal failure,82.5,9658.34,True,2025-11-02 19:53:25
2257,HRV-051,2024-01-13,Mechanical,Minor,Gearbox malfunction,Normal wear,5.4,371.13,False,2025-11-02 19:53:25
2258,SPR-002,2024-01-13,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Lack of maintenance,20.8,1985.54,True,2025-11-02 19:53:25
2259,HRV-008,2024-01-17,Engine,Minor,Engine oil leak detected,Worn component,2.4,404.39,True,2025-11-02 19:53:25
2260,TRC-114,2024-01-17,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Normal wear,16.9,717.13,False,2025-11-02 19:53:25
2261,IRR-012,2024-01-17,Electrical,Minor,Alternator not charging,Corroded connection,2.1,347.92,False,2025-11-02 19:53:25
2262,TRC-096,2024-01-18,Tire,Minor,Tire puncture,Road hazard,4.2,396.09,True,2025-11-02 19:53:25
2263,IRR-024,2024-01-19,Engine,Minor,Loss of power under load,Lack of maintenance,2.2,308.03,True,2025-11-02 19:53:25
2264,HRV-034,2024-01-20,Mechanical,Minor,Drive shaft damage,Misalignment,4.4,239.69,True,2025-11-02 19:53:25
2265,TRC-089,2024-01-22,Mechanical,Minor,Mechanical linkage broken,Normal wear,2.6,204.58,False,2025-11-02 19:53:25
2266,IRR-038,2024-01-27,Tire,Minor,Excessive tire wear,Improper inflation,2.5,451.83,False,2025-11-02 19:53:25
2267,HRV-043,2024-01-28,Mechanical,Moderate,Drive shaft damage - Reduced operational capability,Normal wear,23.9,623.53,True,2025-11-02 19:53:25
2268,IRR-051,2024-01-29,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Exceeded service life,14.5,1204.79,True,2025-11-02 19:53:25
2269,HRV-032,2024-02-02,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Exceeded service life,20.7,726.2,False,2025-11-02 19:53:25
2270,IRR-074,2024-02-04,Tire,Minor,Tire sidewall damage,Excessive wear,6.0,460.14,True,2025-11-02 19:53:25
2271,TRC-027,2024-02-05,Tire,Critical,Excessive tire wear - Complete equipment shutdown,Improper inflation,29.4,4703.68,False,2025-11-02 19:53:25
2272,IRR-009,2024-02-06,Tire,Moderate,Excessive tire wear - Reduced operational capability,Improper inflation,8.4,1617.0,False,2025-11-02 19:53:25
2273,TRC-100,2024-02-08,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Worn hose,23.1,1368.26,True,2025-11-02 19:53:25
2274,TRC-013,2024-02-10,Other,Minor,Gauge malfunction,Accidental damage,3.0,478.28,True,2025-11-02 19:53:25
2275,TRC-177,2024-02-10,Hydraulic,Minor,Hydraulic valve malfunction,Contaminated fluid,3.9,434.09,True,2025-11-02 19:53:25
2276,IRR-017,2024-02-12,Mechanical,Minor,Transmission gear failure,Normal wear,3.6,457.17,True,2025-11-02 19:53:25
2277,TRC-157,2024-02-12,Engine,Critical,Engine oil leak detected - Complete equipment shutdown,Overheating,83.5,2536.43,True,2025-11-02 19:53:25
2278,IRR-060,2024-02-12,Other,Moderate,Seat adjustment failure - Reduced operational capability,Accidental damage,20.8,682.24,True,2025-11-02 19:53:25
2279,TRC-087,2024-02-15,Mechanical,Minor,Bearing failure causing noise,Overload,2.0,320.4,True,2025-11-02 19:53:25
2280,HRV-050,2024-02-16,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Contaminated fuel,21.4,1585.12,True,2025-11-02 19:53:25
2281,TRC-087,2024-02-18,Engine,Critical,Loss of power under load - Complete equipment shutdown,Worn component,67.5,9245.05,False,2025-11-02 19:53:25
2282,IRR-008,2024-02-19,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,3.3,466.63,True,2025-11-02 19:53:25
2283,TRC-066,2024-02-20,Belt,Moderate,Belt slipping under load - Reduced operational capability,Normal wear,9.0,1166.25,False,2025-11-02 19:53:25
2284,HRV-053,2024-02-21,Hydraulic,Minor,Hydraulic cylinder leak,Seal failure,2.1,395.19,True,2025-11-02 19:53:25
2285,TRC-126,2024-02-22,Tire,Minor,Tire puncture,Excessive wear,5.6,488.98,True,2025-11-02 19:53:25
2286,TRC-175,2024-02-22,Electrical,Minor,Electrical short circuit,Vibration damage,4.2,232.49,True,2025-11-02 19:53:25
2287,TRC-083,2024-02-22,Mechanical,Moderate,Drive shaft damage - Reduced operational capability,Overload,20.8,1834.05,False,2025-11-02 19:53:25
2288,TRC-180,2024-02-22,Other,Moderate,Light fixture broken - Reduced operational capability,Environmental factors,18.4,1323.27,False,2025-11-02 19:53:25
2289,TRC-105,2024-02-24,Tire,Minor,Excessive tire wear,Improper inflation,4.5,266.52,True,2025-11-02 19:53:25
2290,TRC-081,2024-02-24,Hydraulic,Minor,Hydraulic cylinder leak,Contaminated fluid,3.2,406.47,True,2025-11-02 19:53:25
2291,SPR-008,2024-02-25,Hydraulic,Minor,Hydraulic valve malfunction,Seal failure,2.4,333.45,True,2025-11-02 19:53:25
2292,PLT-008,2024-02-26,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Overheating,19.0,634.01,True,2025-11-02 19:53:25
2293,TRC-117,2024-02-27,Tire,Moderate,Tire blowout - Reduced operational capability,Excessive wear,6.3,906.27,False,2025-11-02 19:53:25
2294,IRR-064,2024-03-01,Electrical,Minor,Battery failure,Age-related failure,5.1,403.41,True,2025-11-02 19:53:25
2295,IRR-049,2024-03-02,Engine,Minor,Excessive smoke from exhaust,Worn component,4.3,420.7,True,2025-11-02 19:53:25
2296,TRC-102,2024-03-03,Belt,Minor,Belt tensioner failure,Improper tension,5.5,337.14,False,2025-11-02 19:53:25
2297,TRC-024,2024-03-03,Mechanical,Minor,Transmission gear failure,Misalignment,5.4,332.18,False,2025-11-02 19:53:25
2298,HRV-027,2024-03-04,Mechanical,Minor,Bearing failure causing noise,Misalignment,2.2,396.48,False,2025-11-02 19:53:25
2299,TRC-162,2024-03-04,Belt,Critical,Belt tensioner failure - Complete equipment shutdown,Age degradation,71.9,2925.55,True,2025-11-02 19:53:25
2300,HRV-018,2024-03-05,Mechanical,Moderate,Clutch failure - Reduced operational capability,Overload,17.1,1242.43,True,2025-11-02 19:53:25
2301,TRC-082,2024-03-05,Engine,Minor,Loss of power under load,Worn component,5.3,456.99,True,2025-11-02 19:53:25
2302,IRR-034,2024-03-07,Tire,Minor,Tire sidewall damage,Age degradation,3.2,443.15,True,2025-11-02 19:53:25
2303,TRC-077,2024-03-07,Electrical,Minor,Battery failure,Corroded connection,3.6,372.82,True,2025-11-02 19:53:25
2304,TRC-002,2024-03-09,Engine,Critical,Fuel system malfunction - Complete equipment shutdown,Contaminated fuel,83.3,2164.31,True,2025-11-02 19:53:25
2305,IRR-022,2024-03-10,Tire,Critical,Tire puncture - Complete equipment shutdown,Improper inflation,46.0,3923.65,True,2025-11-02 19:53:25
2306,TRC-142,2024-03-11,Tire,Minor,Wheel bearing failure,Road hazard,3.7,207.98,True,2025-11-02 19:53:25
2307,TRC-005,2024-03-11,Engine,Moderate,Loss of power under load - Reduced operational capability,Worn component,6.5,1580.26,True,2025-11-02 19:53:25
2308,HRV-045,2024-03-11,Engine,Minor,Engine overheating during operation,Age-related wear,4.0,204.84,True,2025-11-02 19:53:25
2309,IRR-012,2024-03-12,Other,Minor,Light fixture broken,Operator error,5.1,303.97,False,2025-11-02 19:53:25
2310,TRC-049,2024-03-12,Engine,Minor,Excessive smoke from exhaust,Worn component,5.0,470.99,False,2025-11-02 19:53:25
2311,TRC-010,2024-03-12,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Normal wear,14.9,1017.8,True,2025-11-02 19:53:25
2312,HRV-058,2024-03-13,Other,Moderate,Gauge malfunction - Reduced operational capability,Environmental factors,23.4,1775.94,True,2025-11-02 19:53:25
2313,IRR-005,2024-03-14,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Lack of lubrication,19.3,723.87,False,2025-11-02 19:53:25
2314,TRC-032,2024-03-16,Hydraulic,Critical,Hydraulic cylinder leak - Complete equipment shutdown,Exceeded service life,31.4,5681.3,False,2025-11-02 19:53:25
2315,IRR-035,2024-03-18,Other,Minor,Seat adjustment failure,Accidental damage,2.3,281.73,False,2025-11-02 19:53:25
2316,TRC-120,2024-03-20,Mechanical,Critical,Bearing failure causing noise - Complete equipment shutdown,Overload,114.9,4968.61,True,2025-11-02 19:53:25
2317,TRC-036,2024-03-20,Belt,Minor,Drive belt snapped,Improper tension,5.1,330.84,True,2025-11-02 19:53:25
2318,TRC-173,2024-03-20,Other,Minor,Light fixture broken,Accidental damage,2.1,327.93,True,2025-11-02 19:53:25
2319,IRR-043,2024-03-20,Other,Minor,Mirror damage,Accidental damage,5.2,329.12,True,2025-11-02 19:53:25
2320,TRC-082,2024-03-21,Electrical,Moderate,Sensor malfunction - Reduced operational capability,Corroded connection,21.4,1331.89,True,2025-11-02 19:53:25
2321,TRC-041,2024-03-22,Hydraulic,Minor,Loss of hydraulic pressure,Pressure spike,3.5,377.82,True,2025-11-02 19:53:25
2322,TRC-012,2024-03-25,Engine,Minor,Fuel system malfunction,Lack of maintenance,3.7,321.02,True,2025-11-02 19:53:25
2323,IRR-006,2024-03-28,Other,Moderate,Light fixture broken - Reduced operational capability,Environmental factors,22.3,1147.0,False,2025-11-02 19:53:25
2324,PLT-030,2024-03-29,Engine,Minor,Engine oil leak detected,Age-related wear,5.5,202.63,True,2025-11-02 19:53:25
2325,IRR-071,2024-03-30,Electrical,Minor,Sensor malfunction,Water damage,4.8,291.15,True,2025-11-02 19:53:25
2326,IRR-006,2024-03-31,Hydraulic,Minor,Hydraulic cylinder leak,Worn hose,3.3,487.05,False,2025-11-02 19:53:25
2327,TRC-140,2024-04-02,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Lack of lubrication,21.8,733.02,False,2025-11-02 19:53:25
2328,IRR-016,2024-04-02,Engine,Minor,Engine overheating during operation,Overheating,3.2,455.37,True,2025-11-02 19:53:25
2329,IRR-012,2024-04-02,Hydraulic,Minor,Hydraulic valve malfunction,Seal failure,5.5,429.4,False,2025-11-02 19:53:25
2330,HRV-033,2024-04-03,Tire,Minor,Tire puncture,Age degradation,5.3,290.82,True,2025-11-02 19:53:25
2331,IRR-041,2024-04-04,Other,Minor,Seat adjustment failure,Accidental damage,6.0,330.22,False,2025-11-02 19:53:25
2332,PLT-020,2024-04-04,Tire,Critical,Wheel bearing failure - Complete equipment shutdown,Overload,69.6,5057.1,True,2025-11-02 19:53:25
2333,TRC-018,2024-04-07,Tire,Minor,Tire blowout,Road hazard,3.1,429.42,False,2025-11-02 19:53:25
2334,HRV-056,2024-04-09,Tire,Minor,Excessive tire wear,Excessive wear,4.5,367.34,True,2025-11-02 19:53:25
2335,IRR-001,2024-04-10,Other,Minor,Mirror damage,Accidental damage,3.0,470.08,False,2025-11-02 19:53:25
2336,TRC-180,2024-04-11,Hydraulic,Minor,Hydraulic fluid contamination,Contaminated fluid,4.6,283.42,True,2025-11-02 19:53:25
2337,TRC-076,2024-04-12,Electrical,Moderate,Electrical short circuit - Reduced operational capability,Water damage,23.5,1885.13,True,2025-11-02 19:53:25
2338,TRC-122,2024-04-13,Engine,Critical,Excessive smoke from exhaust - Complete equipment shutdown,Contaminated fuel,49.3,3882.29,True,2025-11-02 19:53:25
2339,IRR-065,2024-04-13,Tire,Minor,Wheel bearing failure,Excessive wear,3.2,463.91,True,2025-11-02 19:53:25
2340,IRR-019,2024-04-13,Hydraulic,Minor,Hydraulic valve malfunction,Contaminated fluid,2.7,475.24,False,2025-11-02 19:53:25
2341,HRV-004,2024-04-14,Tire,Minor,Excessive tire wear,Age degradation,4.8,384.18,False,2025-11-02 19:53:25
2342,HRV-052,2024-04-15,Belt,Moderate,Belt slipping under load - Reduced operational capability,Age degradation,18.4,1321.35,False,2025-11-02 19:53:25
2343,TRC-013,2024-04-16,Mechanical,Moderate,Clutch failure - Reduced operational capability,Normal wear,15.5,1550.65,False,2025-11-02 19:53:25
2344,IRR-020,2024-04-17,Tire,Minor,Tire puncture,Age degradation,5.9,493.22,True,2025-11-02 19:53:25
2345,IRR-017,2024-04-19,Engine,Critical,Loss of power under load - Complete equipment shutdown,Worn component,74.2,6765.7,True,2025-11-02 19:53:25
2346,IRR-061,2024-04-19,Tire,Minor,Wheel bearing failure,Improper inflation,4.7,372.05,False,2025-11-02 19:53:25
2347,IRR-055,2024-04-19,Hydraulic,Minor,Hydraulic hose burst during operation,Pressure spike,2.6,294.75,True,2025-11-02 19:53:25
2348,TRC-009,2024-04-20,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Normal wear,7.2,577.47,True,2025-11-02 19:53:25
2349,TRC-058,2024-04-20,Tire,Minor,Wheel bearing failure,Improper inflation,3.5,238.17,True,2025-11-02 19:53:25
2350,TRC-054,2024-04-21,Hydraulic,Minor,Hydraulic hose burst during operation,Worn hose,4.2,235.85,True,2025-11-02 19:53:25
2351,HRV-037,2024-04-22,Hydraulic,Moderate,Hydraulic fluid contamination - Reduced operational capability,Pressure spike,14.6,704.17,True,2025-11-02 19:53:25
2352,TRC-099,2024-04-23,Electrical,Moderate,Starter motor failure - Reduced operational capability,Vibration damage,10.3,1132.43,True,2025-11-02 19:53:25
2353,TRC-040,2024-04-23,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Worn component,17.3,1566.39,False,2025-11-02 19:53:25
2354,TRC-002,2024-04-23,Engine,Critical,Engine oil leak detected - Complete equipment shutdown,Worn component,34.2,3453.17,True,2025-11-02 19:53:25
2355,TRC-167,2024-04-24,Electrical,Minor,Battery failure,Worn component,2.4,253.29,False,2025-11-02 19:53:25
2356,IRR-077,2024-04-25,Mechanical,Minor,Gearbox malfunction,Lack of lubrication,2.1,271.91,False,2025-11-02 19:53:25
2357,TRC-167,2024-04-25,Engine,Minor,Excessive smoke from exhaust,Overheating,5.6,219.53,False,2025-11-02 19:53:25
2358,IRR-077,2024-04-27,Belt,Minor,Excessive belt wear,Misalignment,5.5,313.21,False,2025-11-02 19:53:25
2359,HRV-019,2024-04-28,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,5.7,424.72,True,2025-11-02 19:53:25
2360,SPR-008,2024-04-29,Belt,Minor,Excessive belt wear,Age degradation,5.0,296.0,True,2025-11-02 19:53:25
2361,TRC-083,2024-04-30,Engine,Minor,Engine oil leak detected,Lack of maintenance,3.7,222.55,False,2025-11-02 19:53:25
2362,TRC-154,2024-05-01,Hydraulic,Minor,Hydraulic fluid contamination,Worn hose,2.9,453.39,False,2025-11-02 19:53:25
2363,IRR-069,2024-05-01,Hydraulic,Minor,Hydraulic hose burst during operation,Seal failure,3.0,386.25,False,2025-11-02 19:53:25
2364,TRC-001,2024-05-02,Tire,Minor,Tire sidewall damage,Overload,3.6,205.25,True,2025-11-02 19:53:25
2365,TRC-180,2024-05-02,Hydraulic,Minor,Hydraulic fluid contamination,Worn hose,5.9,356.27,True,2025-11-02 19:53:25
2366,IRR-048,2024-05-03,Tire,Minor,Tire blowout,Road hazard,5.1,436.99,True,2025-11-02 19:53:25
2367,TRC-045,2024-05-04,Other,Moderate,Cab door malfunction - Reduced operational capability,Accidental damage,14.7,1251.81,True,2025-11-02 19:53:25
2368,HRV-056,2024-05-05,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Worn component,23.2,1648.91,True,2025-11-02 19:53:25
2369,IRR-054,2024-05-07,Tire,Minor,Excessive tire wear,Improper inflation,4.8,421.03,True,2025-11-02 19:53:25
2370,TRC-180,2024-05-07,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Overheating,19.5,1297.32,False,2025-11-02 19:53:25
2371,IRR-064,2024-05-08,Engine,Minor,Engine oil leak detected,Overheating,4.8,461.06,False,2025-11-02 19:53:25
2372,TRC-086,2024-05-09,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Overload,16.2,840.32,True,2025-11-02 19:53:25
2373,IRR-042,2024-05-09,Tire,Minor,Wheel bearing failure,Excessive wear,3.4,451.62,False,2025-11-02 19:53:25
2374,TRC-148,2024-05-10,Engine,Minor,Engine overheating during operation,Age-related wear,4.9,332.18,False,2025-11-02 19:53:25
2375,TRC-137,2024-05-10,Mechanical,Minor,Gearbox malfunction,Lack of lubrication,3.0,393.11,False,2025-11-02 19:53:25
2376,IRR-027,2024-05-11,Engine,Moderate,Loss of power under load - Reduced operational capability,Overheating,18.3,1665.6,True,2025-11-02 19:53:25
2377,IRR-031,2024-05-11,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Age-related wear,82.0,9344.78,True,2025-11-02 19:53:25
2378,TRC-012,2024-05-12,Tire,Minor,Excessive tire wear,Excessive wear,5.6,269.95,True,2025-11-02 19:53:25
2379,IRR-077,2024-05-15,Electrical,Minor,Wiring harness damage,Water damage,3.7,364.84,False,2025-11-02 19:53:25
2380,TRC-081,2024-05-15,Tire,Minor,Wheel bearing failure,Road hazard,4.6,213.67,False,2025-11-02 19:53:25
2381,TRC-097,2024-05-16,Mechanical,Minor,Drive shaft damage,Overload,4.3,421.28,False,2025-11-02 19:53:25
2382,TRC-072,2024-05-20,Engine,Moderate,Loss of power under load - Reduced operational capability,Worn component,11.1,1334.26,True,2025-11-02 19:53:25
2383,IRR-010,2024-05-20,Mechanical,Minor,Mechanical linkage broken,Fatigue failure,3.0,404.88,False,2025-11-02 19:53:25
2384,TRC-043,2024-05-20,Other,Minor,Seat adjustment failure,Normal wear,4.7,435.33,True,2025-11-02 19:53:25
2385,TRC-152,2024-05-21,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Lack of maintenance,20.9,1488.57,True,2025-11-02 19:53:25
2386,TRC-100,2024-05-22,Hydraulic,Critical,Hydraulic pump failure - Complete equipment shutdown,Exceeded service life,107.8,6980.39,True,2025-11-02 19:53:25
2387,HRV-027,2024-05-22,Electrical,Minor,Alternator not charging,Water damage,2.3,289.12,False,2025-11-02 19:53:25
2388,IRR-047,2024-05-22,Mechanical,Moderate,Clutch failure - Reduced operational capability,Misalignment,12.2,1337.7,True,2025-11-02 19:53:25
2389,IRR-003,2024-05-22,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Normal wear,14.4,1077.29,False,2025-11-02 19:53:25
2390,PLT-007,2024-05-23,Hydraulic,Minor,Hydraulic fluid contamination,Worn hose,4.3,316.02,False,2025-11-02 19:53:25
2391,TRC-029,2024-05-24,Tire,Minor,Tire blowout,Overload,5.7,234.5,True,2025-11-02 19:53:25
2392,PLT-043,2024-05-26,Electrical,Minor,Alternator not charging,Corroded connection,5.4,369.24,True,2025-11-02 19:53:25
2393,HRV-045,2024-05-27,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,2.3,291.67,True,2025-11-02 19:53:25
2394,HRV-020,2024-05-27,Other,Minor,Seat adjustment failure,Age-related,3.6,351.94,False,2025-11-02 19:53:25
2395,TRC-053,2024-05-28,Engine,Minor,Fuel system malfunction,Lack of maintenance,4.4,239.94,True,2025-11-02 19:53:25
2396,PLT-010,2024-05-31,Engine,Critical,Fuel system malfunction - Complete equipment shutdown,Worn component,63.8,3270.39,True,2025-11-02 19:53:25
2397,TRC-051,2024-06-01,Belt,Minor,Belt tensioner failure,Normal wear,5.7,402.84,True,2025-11-02 19:53:25
2398,HRV-056,2024-06-01,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Lack of maintenance,9.4,674.32,True,2025-11-02 19:53:25
2399,IRR-034,2024-06-01,Engine,Minor,Loss of power under load,Age-related wear,2.9,226.91,True,2025-11-02 19:53:25
2400,PLT-014,2024-06-02,Mechanical,Moderate,Clutch failure - Reduced operational capability,Overload,19.2,1092.47,False,2025-11-02 19:53:25
2401,IRR-005,2024-06-03,Mechanical,Minor,Clutch failure,Overload,4.6,277.71,True,2025-11-02 19:53:25
2402,IRR-053,2024-06-04,Electrical,Minor,Alternator not charging,Corroded connection,5.9,300.95,True,2025-11-02 19:53:25
2403,IRR-076,2024-06-06,Tire,Minor,Tire blowout,Age degradation,2.7,466.66,True,2025-11-02 19:53:25
2404,IRR-013,2024-06-07,Other,Minor,Seat adjustment failure,Accidental damage,3.6,362.89,False,2025-11-02 19:53:25
2405,IRR-005,2024-06-08,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Worn component,11.5,781.64,False,2025-11-02 19:53:25
2406,TRC-114,2024-06-08,Other,Minor,Seat adjustment failure,Operator error,4.4,223.97,True,2025-11-02 19:53:25
2407,IRR-057,2024-06-08,Tire,Minor,Tire puncture,Overload,2.4,388.1,False,2025-11-02 19:53:25
2408,TRC-106,2024-06-08,Other,Moderate,Mirror damage - Reduced operational capability,Normal wear,7.3,984.08,True,2025-11-02 19:53:25
2409,IRR-073,2024-06-09,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Overheating,22.4,1250.84,False,2025-11-02 19:53:25
2410,TRC-134,2024-06-10,Other,Moderate,Cab door malfunction - Reduced operational capability,Accidental damage,15.6,1197.39,True,2025-11-02 19:53:25
2411,IRR-014,2024-06-10,Electrical,Moderate,Sensor malfunction - Reduced operational capability,Water damage,7.5,1490.45,True,2025-11-02 19:53:25
2412,TRC-090,2024-06-11,Engine,Moderate,Loss of power under load - Reduced operational capability,Worn component,14.3,1743.65,True,2025-11-02 19:53:25
2413,HRV-007,2024-06-11,Tire,Minor,Tire puncture,Improper inflation,2.4,223.23,False,2025-11-02 19:53:25
2414,IRR-024,2024-06-11,Mechanical,Minor,Mechanical linkage broken,Normal wear,2.1,287.25,False,2025-11-02 19:53:25
2415,TRC-142,2024-06-11,Hydraulic,Minor,Hydraulic pump failure,Exceeded service life,2.0,354.51,False,2025-11-02 19:53:25
2416,TRC-162,2024-06-11,Engine,Minor,Engine overheating during operation,Overheating,3.6,497.84,True,2025-11-02 19:53:25
2417,SPR-001,2024-06-14,Belt,Critical,Excessive belt wear - Complete equipment shutdown,Misalignment,71.4,3864.36,False,2025-11-02 19:53:25
2418,HRV-013,2024-06-14,Tire,Minor,Tire puncture,Overload,2.9,252.52,False,2025-11-02 19:53:25
2419,TRC-001,2024-06-15,Hydraulic,Minor,Hydraulic hose burst during operation,Pressure spike,2.3,426.2,False,2025-11-02 19:53:25
2420,TRC-107,2024-06-16,Electrical,Minor,Starter motor failure,Age-related failure,4.2,404.66,True,2025-11-02 19:53:25
2421,TRC-037,2024-06-17,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Lack of maintenance,20.2,772.67,True,2025-11-02 19:53:25
2422,IRR-047,2024-06-19,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Seal failure,21.5,799.5,False,2025-11-02 19:53:25
2423,IRR-051,2024-06-19,Electrical,Critical,Sensor malfunction - Complete equipment shutdown,Corroded connection,78.5,5648.15,False,2025-11-02 19:53:25
2424,IRR-062,2024-06-19,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Contaminated fluid,17.7,728.05,False,2025-11-02 19:53:25
2425,TRC-044,2024-06-20,Mechanical,Minor,Bearing failure causing noise,Overload,2.5,499.97,True,2025-11-02 19:53:25
2426,TRC-084,2024-06-23,Hydraulic,Minor,Loss of hydraulic pressure,Pressure spike,5.1,325.36,True,2025-11-02 19:53:25
2427,TRC-132,2024-06-24,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Seal failure,20.4,1221.81,False,2025-11-02 19:53:25
2428,TRC-140,2024-06-24,Engine,Minor,Engine stalling intermittently,Lack of maintenance,3.9,351.08,True,2025-11-02 19:53:25
2429,IRR-044,2024-06-27,Engine,Critical,Engine oil leak detected - Complete equipment shutdown,Age-related wear,38.3,8785.23,True,2025-11-02 19:53:25
2430,HRV-011,2024-06-27,Mechanical,Minor,Drive shaft damage,Misalignment,2.1,272.46,True,2025-11-02 19:53:25
